,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
2381,Aruba,,2020-08-02,2,0,0,3,0,1,0,3,1,2,1,1
2382,Aruba,,2020-08-03,0,1,1,0,1,1,0,3,1,2,0,1
2383,Aruba,,2020-08-04,2,1,0,0,0,2,1,1,0,2,1,1
2384,Aruba,,2020-08-05,1,2,1,3,1,0,1,3,0,0,0,0
2385,Australia,,2020-08-01,1,2,1,2,0,0,1,1,0,0,1,1
2386,Australia,,2020-08-02,1,0,0,0,1,2,0,1,1,0,0,3
2387,Australia,,2020-08-03,0,0,0,3,1,0,1,3,0,2,1,3
2388,Australia,,2020-08-04,1,2,0,2,0,0,1,1,0,2,0,2
2389,Australia,,2020-08-05,0,2,1,0,0,1,0,3,1,2,1,3
2390,Austria,,2020-08-01,0,1,0,0,1,0,1,1,1,2,1,2
2391,Austria,,2020-08-02,2,1,1,0,0,2,0,0,1,1,0,2
2392,Austria,,2020-08-03,2,2,0,0,1,2,1,2,1,0,1,3
2393,Austria,,2020-08-04,1,1,0,1,0,2,1,2,0,1,1,1
2394,Austria,,2020-08-05,2,1,0,3,1,0,0,1,0,1,1,3
2395,Azerbaijan,,2020-08-01,1,2,1,1,1,0,0,1,0,2,0,0
2396,Azerbaijan,,2020-08-02,0,1,1,2,0,2,1,3,0,1,0,3
2397,Azerbaijan,,2020-08-03,1,2,1,3,0,1,1,0,0,1,0,0
2398,Azerbaijan,,2020-08-04,2,0,1,1,1,2,0,0,1,2,0,0
2399,Azerbaijan,,2020-08-05,0,2,1,0,0,0,1,3,1,2,1,3
2400,Bahamas,,2020-08-01,1,1,1,0,0,1,0,3,0,1,0,3
2401,Bahamas,,2020-08-02,0,2,0,1,0,2,1,0,0,1,1,2
2402,Bahamas,,2020-08-03,2,2,1,2,1,1,0,1,1,1,1,3
2403,Bahamas,,2020-08-04,0,1,1,3,1,0,1,2,1,2,1,0
2404,Bahamas,,2020-08-05,0,0,1,0,1,2,1,2,1,2,1,3
2405,Bahrain,,2020-08-01,2,2,0,1,1,1,1,1,1,0,1,0
2406,Bahrain,,2020-08-02,1,1,0,1,1,0,1,3,1,1,1,3
2407,Bahrain,,2020-08-03,1,1,0,2,0,1,1,0,0,0,1,0
2408,Bahrain,,2020-08-04,1,2,1,3,0,2,1,2,1,1,0,2
2409,Bahrain,,2020-08-05,1,1,0,0,0,1,1,3,1,2,1,0
2410,Bangladesh,,2020-08-01,2,0,0,3,1,2,0,0,0,1,1,0
2411,Bangladesh,,2020-08-02,0,1,0,1,0,0,1,0,1,2,0,2
2412,Bangladesh,,2020-08-03,1,1,1,0,1,0,0,1,1,0,1,2
2413,Bangladesh,,2020-08-04,1,2,0,3,0,2,1,1,1,0,0,2
2414,Bangladesh,,2020-08-05,0,0,0,3,0,2,1,0,0,2,0,0
2415,Barbados,,2020-08-01,0,0,0,0,0,1,1,2,0,1,1,1
2416,Barbados,,2020-08-02,2,0,0,3,0,1,1,0,0,1,0,0
2417,Barbados,,2020-08-03,1,1,1,3,0,1,0,2,0,1,0,2
2418,Barbados,,2020-08-04,1,1,1,1,0,1,0,1,1,2,0,3
2419,Barbados,,2020-08-05,0,1,1,2,0,0,1,1,0,2,0,1
2420,Belarus,,2020-08-01,0,1,1,1,1,2,0,3,0,0,0,0
2421,Belarus,,2020-08-02,2,2,1,3,0,1,0,1,1,2,1,0
2422,Belarus,,2020-08-03,0,0,0,1,0,0,0,1,0,0,1,0
2423,Belarus,,2020-08-04,2,0,1,0,0,1,1,3,1,1,0,1
2424,Belarus,,2020-08-05,1,0,1,3,1,1,1,2,0,1,1,3
2425,Belgium,,2020-08-01,1,1,0,2,1,0,0,2,1,2,0,0
2426,Belgium,,2020-08-02,1,1,0,3,1,0,0,0,0,1,1,2
2427,Belgium,,2020-08-03,0,1,0,3,1,0,1,1,0,1,1,1
2428,Belgium,,2020-08-04,1,1,0,1,1,1,0,2,0,0,0,2
2429,Belgium,,2020-08-05,2,0,0,3,0,0,0,0,1,2,0,2
2430,Belize,,2020-08-01,2,0,1,0,1,0,0,0,1,1,0,3
2431,Belize,,2020-08-02,0,2,0,0,0,0,0,2,1,0,1,3
2432,Belize,,2020-08-03,2,0,1,3,0,0,0,2,1,0,1,3
2433,Belize,,2020-08-04,2,2,1,0,1,0,1,1,1,2,1,3
2434,Belize,,2020-08-05,1,0,0,0,0,0,0,1,1,2,0,2
2435,Benin,,2020-08-01,0,2,1,1,1,2,0,2,1,0,1,2
2436,Benin,,2020-08-02,2,2,0,1,1,0,0,2,1,0,1,1
2437,Benin,,2020-08-03,1,2,0,1,0,2,1,1,1,0,1,1
2438,Benin,,2020-08-04,1,0,0,2,1,1,0,0,1,2,0,0
2439,Benin,,2020-08-05,1,2,0,3,0,2,1,0,1,2,0,1
2440,Bermuda,,2020-08-01,2,1,1,3,0,0,0,1,1,2,0,0
2441,Bermuda,,2020-08-02,1,1,0,2,0,2,1,3,1,1,1,3
2442,Bermuda,,2020-08-03,0,2,1,0,1,2,0,1,1,1,0,1
2443,Bermuda,,2020-08-04,2,2,0,1,1,1,1,3,0,2,0,0
2444,Bermuda,,2020-08-05,1,0,0,1,1,0,1,3,0,0,0,1
2445,Bhutan,,2020-08-01,0,0,1,1,0,2,1,1,1,0,0,2
2446,Bhutan,,2020-08-02,0,1,1,3,0,2,0,0,0,1,1,1
2447,Bhutan,,2020-08-03,0,2,0,1,0,1,1,1,0,1,0,3
2448,Bhutan,,2020-08-04,0,0,1,0,0,2,0,3,0,0,0,1
2449,Bhutan,,2020-08-05,2,0,0,2,0,1,0,0,1,0,1,3
2450,Bolivia,,2020-08-01,2,0,1,0,1,1,0,2,1,1,1,3
2451,Bolivia,,2020-08-02,2,2,1,2,0,1,0,1,0,1,0,1
2452,Bolivia,,2020-08-03,2,0,1,0,1,0,0,0,1,1,1,2
2453,Bolivia,,2020-08-04,0,2,1,1,0,0,0,0,1,0,1,3
2454,Bolivia,,2020-08-05,2,1,1,2,1,2,1,2,1,2,1,0
2455,Bosnia and Herzegovina,,2020-08-01,1,2,0,1,1,1,1,3,1,2,1,0
2456,Bosnia and Herzegovina,,2020-08-02,1,1,1,1,0,0,1,0,1,0,0,3
2457,Bosnia and Herzegovina,,2020-08-03,2,1,1,2,0,2,0,3,1,1,0,0
2458,Bosnia and Herzegovina,,2020-08-04,0,1,0,2,1,0,0,3,1,1,0,0
2459,Bosnia and Herzegovina,,2020-08-05,2,2,0,2,1,0,0,1,1,2,1,0
2460,Botswana,,2020-08-01,1,0,0,0,1,0,0,3,1,2,0,3
2461,Botswana,,2020-08-02,0,0,0,3,0,2,1,1,0,1,1,3
2462,Botswana,,2020-08-03,2,2,1,0,1,1,1,1,0,0,1,1
2463,Botswana,,2020-08-04,2,2,0,1,0,0,0,2,1,0,0,3
2464,Botswana,,2020-08-05,0,0,1,3,1,0,1,2,1,0,0,3
2465,Brazil,,2020-08-01,1,1,0,3,0,2,0,3,0,2,0,3
2466,Brazil,,2020-08-02,2,1,1,3,0,0,1,2,0,2,0,0
2467,Brazil,,2020-08-03,2,2,1,0,0,2,1,2,1,2,1,0
2468,Brazil,,2020-08-04,2,2,1,2,1,1,1,1,0,0,0,0
2469,Brazil,,2020-08-05,0,2,0,2,0,1,1,1,0,0,1,1
2470,Brunei,,2020-08-01,0,0,0,0,1,0,0,1,1,1,1,2
2471,Brunei,,2020-08-02,1,0,0,1,0,1,0,2,1,2,0,1
2472,Brunei,,2020-08-03,0,2,1,2,0,0,0,1,0,0,0,0
2473,Brunei,,2020-08-04,0,2,1,1,1,2,0,1,1,0,1,2
2474,Brunei,,2020-08-05,1,0,0,2,0,2,0,3,1,2,1,0
2475,Bulgaria,,2020-08-01,2,0,1,3,1,0,1,3,1,1,0,1
2476,Bulgaria,,2020-08-02,1,1,0,1,1,2,1,3,0,2,0,3
2477,Bulgaria,,2020-08-03,2,2,1,1,1,1,1,0,0,2,0,3
2478,Bulgaria,,2020-08-04,1,2,1,2,0,1,1,1,0,0,1,1
2479,Bulgaria,,2020-08-05,0,0,0,3,0,0,1,0,1,0,0,0
2480,Burkina Faso,,2020-08-01,1,2,1,2,0,2,0,2,0,1,1,1
2481,Burkina Faso,,2020-08-02,1,0,1,2,1,1,1,1,0,1,0,0
2482,Burkina Faso,,2020-08-03,1,1,1,2,1,0,0,1,0,2,0,2
2483,Burkina Faso,,2020-08-04,1,2,0,2,0,1,0,2,0,2,1,3
2484,Burkina Faso,,2020-08-05,2,1,0,2,1,2,1,3,0,2,0,3
2485,Burundi,,2020-08-01,0,2,1,0,0,1,1,1,1,2,0,1
2486,Burundi,,2020-08-02,2,0,0,0,1,2,0,1,1,0,1,3
2487,Burundi,,2020-08-03,2,2,0,0,0,0,0,1,1,0,1,0
2488,Burundi,,2020-08-04,2,1,1,3,1,1,1,0,1,0,1,1
2489,Burundi,,2020-08-05,0,2,1,0,0,0,0,0,0,2,1,1
2490,Cambodia,,2020-08-01,1,2,1,0,0,1,0,2,0,0,1,3
2491,Cambodia,,2020-08-02,2,0,0,3,1,1,0,2,1,1,0,0
2492,Cambodia,,2020-08-03,1,2,0,1,0,2,0,2,1,0,0,3
2493,Cambodia,,2020-08-04,1,0,0,2,1,2,0,2,0,2,1,0
2494,Cambodia,,2020-08-05,1,0,1,1,1,1,1,1,1,0,0,1
2495,Cameroon,,2020-08-01,1,1,1,0,0,2,0,2,1,2,1,2
2496,Cameroon,,2020-08-02,1,1,0,0,1,2,0,1,1,2,1,2
2497,Cameroon,,2020-08-03,2,0,0,2,0,1,1,2,1,2,0,1
2498,Cameroon,,2020-08-04,1,0,0,1,0,0,0,1,0,2,0,3
2499,Cameroon,,2020-08-05,1,1,1,1,0,0,1,3,0,0,0,2
2500,Canada,,2020-08-01,1,1,0,3,0,0,0,3,0,2,1,0
2501,Canada,,2020-08-02,2,0,1,1,1,1,1,2,0,0,1,3
2502,Canada,,2020-08-03,0,2,1,0,1,1,1,2,0,2,0,0
2503,Canada,,2020-08-04,0,2,1,3,0,1,1,0,0,0,1,1
2504,Canada,,2020-08-05,0,2,0,3,1,1,0,2,1,1,0,2
2505,Cape Verde,,2020-08-01,1,2,0,3,1,1,0,1,0,2,0,0
2506,Cape Verde,,2020-08-02,1,2,0,0,0,0,1,1,1,2,0,2
2507,Cape Verde,,2020-08-03,2,1,1,3,1,0,0,3,1,1,1,3
2508,Cape Verde,,2020-08-04,0,2,1,0,1,1,0,2,1,1,0,1
2509,Cape Verde,,2020-08-05,1,1,0,2,1,2,0,3,1,0,1,0
2510,Central African Republic,,2020-08-01,2,0,0,0,1,1,1,1,0,2,1,0
2511,Central African Republic,,2020-08-02,1,2,1,3,1,2,1,0,1,1,0,3
2512,Central African Republic,,2020-08-03,0,2,1,1,0,2,0,0,0,1,0,1
2513,Central African Republic,,2020-08-04,0,2,1,1,0,1,1,1,0,0,1,1
2514,Central African Republic,,2020-08-05,1,1,1,3,1,2,1,3,0,1,1,2
2515,Chad,,2020-08-01,2,0,0,0,1,0,1,1,1,0,1,2
2516,Chad,,2020-08-02,2,2,0,1,0,2,0,1,0,1,1,0
2517,Chad,,2020-08-03,1,0,0,2,0,0,1,3,1,1,0,1
2518,Chad,,2020-08-04,1,0,0,0,1,0,1,0,0,0,1,3
2519,Chad,,2020-08-05,2,1,1,3,1,1,1,0,1,2,1,1
2520,Chile,,2020-08-01,2,2,1,3,1,2,1,0,0,1,0,2
2521,Chile,,2020-08-02,2,2,1,1,1,2,1,0,1,0,1,2
2522,Chile,,2020-08-03,0,2,1,3,0,1,0,3,0,1,1,1
2523,Chile,,2020-08-04,2,0,1,2,0,0,0,2,1,0,0,1
2524,Chile,,2020-08-05,1,0,1,1,0,1,1,2,1,2,0,3
2525,China,,2020-08-01,2,2,1,3,0,0,0,0,1,0,1,1
2526,China,,2020-08-02,1,1,0,2,0,0,1,0,1,2,1,1
2527,China,,2020-08-03,2,2,1,1,1,0,0,2,1,0,1,0
2528,China,,2020-08-04,0,1,0,3,1,0,0,0,0,2,1,0
2529,China,,2020-08-05,1,0,1,0,0,1,1,2,0,0,1,1
2530,Colombia,,2020-08-01,2,1,1,1,0,1,0,3,0,1,1,3
2531,Colombia,,2020-08-02,0,2,0,2,0,2,1,3,0,1,1,2
2532,Colombia,,2020-08-03,0,2,0,1,0,2,0,0,0,2,1,2
2533,Colombia,,2020-08-04,2,0,0,0,0,0,0,1,0,2,1,3
2534,Colombia,,2020-08-05,2,0,0,2,1,0,0,3,1,0,1,1
2535,Comoros,,2020-08-01,1,2,1,3,1,0,1,2,0,1,0,3
2536,Comoros,,2020-08-02,2,2,1,1,1,0,0,2,0,1,1,1
2537,Comoros,,2020-08-03,0,0,1,0,1,0,0,1,0,2,1,1
2538,Comoros,,2020-08-04,0,1,1,1,0,2,0,2,1,1,0,1
2539,Comoros,,2020-08-05,1,0,1,1,0,2,1,2,1,0,1,2
2540,Congo,,2020-08-01,1,1,1,2,1,2,1,1,0,1,1,3
2541,Congo,,2020-08-02,1,0,1,1,1,0,0,0,1,2,1,1
2542,Congo,,2020-08-03,0,1,1,1,0,1,0,3,1,1,0,3
2543,Congo,,2020-08-04,2,1,1,3,1,1,1,3,0,0,1,2
2544,Congo,,2020-08-05,1,0,0,0,0,2,0,3,1,1,0,1
2545,Costa Rica,,2020-08-01,2,1,0,2,0,1,1,3,1,2,0,1
2546,Costa Rica,,2020-08-02,2,1,1,3,0,0,0,3,1,0,0,2
2547,Costa Rica,,2020-08-03,0,1,0,0,1,0,1,2,1,2,0,1
2548,Costa Rica,,2020-08-04,2,0,1,1,1,0,0,3,0,2,1,1
2549,Costa Rica,,2020-08-05,2,2,1,0,0,0,0,1,1,2,1,2
2550,Cote d'Ivoire,,2020-08-01,1,0,1,0,1,1,0,0,1,1,0,3
2551,Cote d'Ivoire,,2020-08-02,2,1,0,2,1,2,0,1,1,1,1,2
2552,Cote d'Ivoire,,2020-08-03,0,0,1,0,0,0,1,1,1,1,0,2
2553,Cote d'Ivoire,,2020-08-04,2,2,0,2,0,0,0,2,0,1,1,2
2554,Cote d'Ivoire,,2020-08-05,0,0,1,0,0,0,0,0,0,2,0,2
2555,Croatia,,2020-08-01,2,0,1,0,0,1,0,3,0,0,0,3
2556,Croatia,,2020-08-02,2,0,1,1,1,2,0,1,0,1,0,2
2557,Croatia,,2020-08-03,2,1,1,1,0,2,1,1,1,0,1,0
2558,Croatia,,2020-08-04,1,0,0,3,1,0,1,2,1,2,1,2
2559,Croatia,,2020-08-05,2,2,1,2,1,1,1,1,0,0,1,1
2560,Cuba,,2020-08-01,2,2,0,2,0,2,0,0,1,2,1,2
2561,Cuba,,2020-08-02,2,1,1,2,0,1,0,3,0,2,1,1
2562,Cuba,,2020-08-03,0,1,0,3,0,1,1,3,0,1,0,0
2563,Cuba,,2020-08-04,1,1,1,0,0,0,1,2,0,0,1,2
2564,Cuba,,2020-08-05,0,0,1,1,1,0,0,2,1,0,1,1
2565,Cyprus,,2020-08-01,0,2,1,0,0,0,0,1,1,2,0,2
2566,Cyprus,,2020-08-02,1,2,0,2,0,0,0,2,1,1,0,3
2567,Cyprus,,2020-08-03,1,1,0,3,1,0,0,3,1,0,0,1
2568,Cyprus,,2020-08-04,2,1,1,0,0,1,0,1,1,1,0,3
2569,Cyprus,,2020-08-05,1,0,1,3,0,2,0,1,1,1,0,2
2570,Czech Republic,,2020-08-01,0,1,0,1,1,1,1,3,1,0,1,3
2571,Czech Republic,,2020-08-02,0,2,0,3,0,1,0,2,1,0,0,2
2572,Czech Republic,,2020-08-03,2,2,1,1,0,1,1,2,0,2,0,2
2573,Czech Republic,,2020-08-04,0,1,1,1,0,0,1,1,0,2,1,1
2574,Czech Republic,,2020-08-05,0,2,1,2,1,0,1,1,0,1,1,1
2575,Democratic Republic of Congo,,2020-08-01,1,0,0,3,1,1,1,0,1,2,1,2
2576,Democratic Republic of Congo,,2020-08-02,2,2,1,0,0,1,1,1,1,0,0,2
2577,Democratic Republic of Congo,,2020-08-03,1,0,1,3,1,2,0,2,1,1,0,1
2578,Democratic Republic of Congo,,2020-08-04,1,1,0,2,0,1,1,1,1,2,1,1
2579,Democratic Republic of Congo,,2020-08-05,2,2,1,2,1,1,0,3,0,2,0,1
2580,Denmark,,2020-08-01,2,0,1,0,0,1,0,1,0,2,0,3
2581,Denmark,,2020-08-02,2,0,1,0,1,0,1,3,1,2,1,3
2582,Denmark,,2020-08-03,0,1,0,1,1,2,1,1,1,1,0,3
2583,Denmark,,2020-08-04,1,0,0,3,0,0,1,2,1,0,0,0
2584,Denmark,,2020-08-05,1,1,0,1,1,0,1,0,1,1,0,1
2585,Djibouti,,2020-08-01,2,0,1,3,0,0,1,1,1,2,1,2
2586,Djibouti,,2020-08-02,0,1,1,3,1,1,0,2,1,2,1,1
2587,Djibouti,,2020-08-03,1,2,1,3,1,0,0,1,1,0,1,2
2588,Djibouti,,2020-08-04,1,0,1,2,1,2,0,2,0,2,1,2
2589,Djibouti,,2020-08-05,1,1,0,3,1,1,0,2,1,1,0,2
2590,Dominica,,2020-08-01,2,2,0,0,0,0,0,2,0,2,1,0
2591,Dominica,,2020-08-02,2,2,0,3,0,2,0,2,0,1,0,3
2592,Dominica,,2020-08-03,0,0,1,1,0,1,0,1,1,1,1,0
2593,Dominica,,2020-08-04,0,1,1,1,0,1,1,2,0,0,1,3
2594,Dominica,,2020-08-05,2,1,0,3,0,2,0,0,0,1,0,1
2595,Dominican Republic,,2020-08-01,0,1,1,2,0,2,1,1,1,0,0,2
2596,Dominican Republic,,2020-08-02,2,2,0,0,1,1,0,1,0,0,0,2
2597,Dominican Republic,,2020-08-03,0,1,0,2,1,0,1,2,0,1,0,0
2598,Dominican Republic,,2020-08-04,0,2,1,0,0,1,1,3,1,0,0,0
2599,Dominican Republic,,2020-08-05,1,2,0,3,1,1,0,1,0,1,0,0
2600,Ecuador,,2020-08-01,2,2,0,3,0,0,0,1,1,1,0,0
2601,Ecuador,,2020-08-02,0,2,1,1,0,1,0,0,1,0,0,1
2602,Ecuador,,2020-08-03,2,1,1,3,0,1,1,2,0,1,1,1
2603,Ecuador,,2020-08-04,2,2,0,3,0,1,0,1,1,0,1,2
2604,Ecuador,,2020-08-05,1,0,0,0,1,2,1,2,0,0,1,2
2605,Egypt,,2020-08-01,2,0,0,1,1,0,1,3,0,1,0,2
2606,Egypt,,2020-08-02,1,0,0,3,0,1,1,2,1,0,0,3
2607,Egypt,,2020-08-03,1,1,0,0,1,1,0,0,1,2,1,2
2608,Egypt,,2020-08-04,1,2,0,2,1,1,0,0,1,0,0,3
2609,Egypt,,2020-08-05,2,1,1,1,0,2,0,0,0,1,0,2
2610,El Salvador,,2020-08-01,1,1,0,3,0,1,0,3,1,2,0,0
2611,El Salvador,,2020-08-02,1,0,1,1,1,1,0,0,1,1,1,3
2612,El Salvador,,2020-08-03,0,2,1,3,1,2,1,1,0,2,1,2
2613,El Salvador,,2020-08-04,2,0,1,3,0,0,0,1,1,1,1,2
2614,El Salvador,,2020-08-05,1,1,0,0,0,2,1,3,1,0,1,0
2615,Eritrea,,2020-08-01,1,2,1,0,1,2,0,0,1,0,1,2
2616,Eritrea,,2020-08-02,2,1,0,2,1,0,1,1,1,2,0,2
2617,Eritrea,,2020-08-03,2,0,0,3,1,2,0,3,0,0,0,2
2618,Eritrea,,2020-08-04,0,1,0,0,0,1,1,0,0,2,1,3
2619,Eritrea,,2020-08-05,1,0,1,0,0,0,1,0,1,1,1,0
2620,Estonia,,2020-08-01,1,2,1,3,0,0,0,3,0,0,1,2
2621,Estonia,,2020-08-02,2,2,0,2,1,2,1,2,0,2,0,3
2622,Estonia,,2020-08-03,1,2,1,2,0,1,0,1,0,1,0,1
2623,Estonia,,2020-08-04,0,0,0,0,0,0,0,0,1,1,1,2
2624,Estonia,,2020-08-05,1,2,1,3,1,0,0,0,1,0,0,2
2625,Eswatini,,2020-08-01,1,1,1,3,1,0,1,1,1,0,0,3
2626,Eswatini,,2020-08-02,1,0,1,3,0,2,1,0,0,1,0,0
2627,Eswatini,,2020-08-03,1,0,1,2,1,1,1,1,1,0,0,0
2628,Eswatini,,2020-08-04,2,2,0,0,1,2,1,3,1,1,0,2
2629,Eswatini,,2020-08-05,0,2,1,2,0,1,1,0,1,2,0,3
2630,Ethiopia,,2020-08-01,0,0,0,0,1,0,0,3,1,0,1,3
2631,Ethiopia,,2020-08-02,1,0,1,1,0,2,1,0,1,2,0,1
2632,Ethiopia,,2020-08-03,0,2,0,3,1,1,1,3,0,0,1,3
2633,Ethiopia,,2020-08-04,0,0,0,3,1,2,0,3,0,0,1,2
2634,Ethiopia,,2020-08-05,0,1,1,0,0,2,0,2,1,1,0,2
2635,Faeroe Islands,,2020-08-01,1,1,1,2,0,0,1,0,0,2,0,3
2636,Faeroe Islands,,2020-08-02,0,1,0,1,1,1,1,3,1,0,1,1
2637,Faeroe Islands,,2020-08-03,2,1,1,0,1,2,0,0,0,0,0,2
2638,Faeroe Islands,,2020-08-04,1,0,0,0,1,1,0,0,1,0,1,3
2639,Faeroe Islands,,2020-08-05,2,1,1,1,0,1,0,3,0,1,0,2
2640,Fiji,,2020-08-01,1,0,1,0,1,1,1,1,1,2,0,0
2641,Fiji,,2020-08-02,0,2,1,0,1,0,0,2,1,2,1,2
2642,Fiji,,2020-08-03,1,1,1,0,0,1,1,3,0,2,1,3
2643,Fiji,,2020-08-04,1,1,0,1,0,1,1,3,0,0,0,1
2644,Fiji,,2020-08-05,0,1,1,1,1,0,1,2,0,2,0,1
2645,Finland,,2020-08-01,0,0,1,3,1,1,0,1,0,2,1,0
2646,Finland,,2020-08-02,0,2,1,1,1,0,0,2,0,1,1,0
2647,Finland,,2020-08-03,2,0,0,2,0,2,0,0,0,1,0,3
2648,Finland,,2020-08-04,0,1,1,1,1,0,0,1,0,0,1,2
2649,Finland,,2020-08-05,0,2,1,3,0,0,1,2,1,0,1,0
2650,France,,2020-08-01,0,1,0,3,0,1,0,0,1,0,0,1
2651,France,,2020-08-02,1,2,0,2,1,1,0,3,0,0,0,0
2652,France,,2020-08-03,0,0,0,3,0,1,0,2,0,1,0,2
2653,France,,2020-08-04,1,2,0,0,0,0,1,2,1,1,0,3
2654,France,,2020-08-05,1,2,1,1,1,2,0,1,0,0,1,3
2655,Gabon,,2020-08-01,0,0,1,1,1,0,0,0,0,1,1,1
2656,Gabon,,2020-08-02,1,0,0,2,1,0,1,2,0,2,0,3
2657,Gabon,,2020-08-03,1,0,0,1,0,0,0,1,1,2,0,3
2658,Gabon,,2020-08-04,2,1,1,3,1,2,0,1,0,2,0,2
2659,Gabon,,2020-08-05,0,0,0,2,1,0,1,1,0,1,1,1
2660,Gambia,,2020-08-01,1,2,1,3,1,2,0,1,0,2,0,0
2661,Gambia,,2020-08-02,2,2,1,0,1,0,1,3,0,0,1,2
2662,Gambia,,2020-08-03,2,0,0,0,0,2,1,2,1,0,0,3
2663,Gambia,,2020-08-04,1,2,1,2,0,0,0,2,1,2,0,1
2664,Gambia,,2020-08-05,0,2,0,2,1,1,0,3,1,2,0,3
2665,Georgia,,2020-08-01,1,2,1,3,0,2,1,2,1,2,1,0
2666,Georgia,,2020-08-02,0,1,1,0,0,1,1,3,0,2,0,2
2667,Georgia,,2020-08-03,2,2,0,0,1,0,1,1,0,1,0,0
2668,Georgia,,2020-08-04,2,1,0,2,1,0,1,1,0,1,1,3
2669,Georgia,,2020-08-05,1,0,0,0,0,1,0,2,0,2,1,0
2670,Germany,,2020-08-01,2,1,0,1,0,0,1,1,0,0,0,3
2671,Germany,,2020-08-02,0,2,0,1,0,2,0,0,0,2,1,3
2672,Germany,,2020-08-03,2,0,1,2,1,0,0,3,0,0,0,2
2673,Germany,,2020-08-04,0,1,0,3,0,2,1,0,1,1,1,3
2674,Germany,,2020-08-05,2,2,0,2,1,2,0,2,1,0,0,2
2675,Ghana,,2020-08-01,0,2,1,2,1,1,0,2,1,2,1,1
2676,Ghana,,2020-08-02,0,1,1,3,1,1,0,3,0,1,1,3
2677,Ghana,,2020-08-03,1,2,0,0,0,0,1,3,0,0,0,0
2678,Ghana,,2020-08-04,1,1,1,1,0,0,1,3,1,2,0,3
2679,Ghana,,2020-08-05,1,0,0,1,1,2,0,1,0,2,0,1
2680,Greece,,2020-08-01,1,2,0,0,1,2,0,1,0,0,0,1
2681,Greece,,2020-08-02,0,1,0,3,0,0,0,0,0,1,1,0
2682,Greece,,2020-08-03,2,1,0,1,1,1,1,1,0,2,0,0
2683,Greece,,2020-08-04,1,0,1,3,1,0,1,0,1,1,0,1
2684,Greece,,2020-08-05,0,0,1,3,1,1,1,3,1,2,0,2
2685,Greenland,,2020-08-01,0,1,0,3,0,1,0,2,1,2,0,0
2686,Greenland,,2020-08-02,1,2,0,2,0,1,0,1,0,0,0,2
