,CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings
5975,Bolivia,,2020-08-01,2,1,0,3,1,1,0,0,1,0,1,1
5976,Bolivia,,2020-08-02,0,2,1,2,1,1,0,2,0,2,1,3
5977,Bolivia,,2020-08-03,0,2,1,3,1,1,1,2,0,1,0,3
5978,Bolivia,,2020-08-04,0,2,0,2,1,0,1,1,0,0,1,1
5979,Bolivia,,2020-08-05,2,1,1,3,0,0,1,0,0,2,1,0
5980,Bosnia and Herzegovina,,2020-08-01,1,2,1,3,0,2,0,1,1,1,1,0
5981,Bosnia and Herzegovina,,2020-08-02,0,0,0,2,1,1,1,0,1,2,1,0
5982,Bosnia and Herzegovina,,2020-08-03,1,2,1,0,1,0,0,1,1,1,1,0
5983,Bosnia and Herzegovina,,2020-08-04,2,2,1,2,0,2,1,1,0,2,1,3
5984,Bosnia and Herzegovina,,2020-08-05,0,2,0,0,1,2,1,1,1,1,0,3
5985,Botswana,,2020-08-01,1,0,0,3,0,0,1,1,0,1,0,1
5986,Botswana,,2020-08-02,0,0,1,0,1,2,0,2,0,1,0,0
5987,Botswana,,2020-08-03,0,1,1,0,0,2,0,1,0,1,0,3
5988,Botswana,,2020-08-04,0,2,0,3,0,0,0,2,0,1,1,0
5989,Botswana,,2020-08-05,0,2,0,2,1,1,0,0,0,0,0,0
5990,Brazil,,2020-08-01,1,2,1,1,1,2,0,2,1,2,0,2
5991,Brazil,,2020-08-02,2,2,1,1,1,1,1,1,0,0,0,2
5992,Brazil,,2020-08-03,0,2,0,3,1,2,1,0,1,0,0,3
5993,Brazil,,2020-08-04,0,2,1,3,1,2,1,2,0,0,1,1
5994,Brazil,,2020-08-05,2,0,1,0,0,0,0,1,1,2,0,1
5995,Brunei,,2020-08-01,1,0,0,0,1,1,1,0,0,0,0,1
5996,Brunei,,2020-08-02,1,0,1,1,1,0,0,2,1,1,0,3
5997,Brunei,,2020-08-03,1,0,1,0,1,2,0,2,1,0,1,2
5998,Brunei,,2020-08-04,1,2,0,2,0,0,1,2,1,2,0,0
5999,Brunei,,2020-08-05,1,0,1,0,1,2,1,0,1,2,1,3
6000,Bulgaria,,2020-08-01,1,1,1,0,0,0,0,3,1,2,1,3
6001,Bulgaria,,2020-08-02,2,1,0,3,0,1,0,1,1,2,1,3
6002,Bulgaria,,2020-08-03,2,1,0,2,0,0,1,2,1,0,0,0
6003,Bulgaria,,2020-08-04,2,2,0,1,0,0,1,0,1,2,1,0
6004,Bulgaria,,2020-08-05,0,2,1,3,1,2,1,1,1,0,0,1
6005,Burkina Faso,,2020-08-01,2,0,1,1,0,1,0,2,0,0,0,2
6006,Burkina Faso,,2020-08-02,0,2,1,1,0,1,0,3,0,1,0,1
6007,Burkina Faso,,2020-08-03,2,0,0,2,0,1,0,2,1,1,0,1
6008,Burkina Faso,,2020-08-04,2,1,0,0,0,1,0,2,1,1,0,1
6009,Burkina Faso,,2020-08-05,2,1,1,3,1,0,1,3,0,0,1,0
6010,Burundi,,2020-08-01,2,0,0,2,0,1,0,3,1,0,1,0
6011,Burundi,,2020-08-02,1,1,0,2,1,0,0,0,1,2,1,2
6012,Burundi,,2020-08-03,1,2,0,2,1,0,0,1,0,0,0,0
6013,Burundi,,2020-08-04,2,2,0,3,0,2,1,2,0,2,1,3
6014,Burundi,,2020-08-05,1,1,1,3,1,2,1,1,1,1,0,3
6015,Cambodia,,2020-08-01,0,1,1,3,0,0,0,3,0,0,1,1
6016,Cambodia,,2020-08-02,1,2,0,2,1,2,0,0,0,1,0,1
6017,Cambodia,,2020-08-03,0,0,0,3,0,0,0,3,1,0,0,1
6018,Cambodia,,2020-08-04,0,1,1,3,0,0,0,2,1,0,0,3
6019,Cambodia,,2020-08-05,1,1,0,3,1,1,1,0,0,2,1,2
6020,Cameroon,,2020-08-01,0,1,1,0,0,1,1,1,1,0,0,3
6021,Cameroon,,2020-08-02,0,2,0,0,0,0,0,1,0,1,0,1
6022,Cameroon,,2020-08-03,1,0,1,3,0,2,0,3,0,2,0,1
6023,Cameroon,,2020-08-04,2,1,1,3,0,0,1,0,0,0,1,2
6024,Cameroon,,2020-08-05,2,1,0,3,1,0,1,2,1,2,1,0
6025,Canada,,2020-08-01,1,1,1,0,0,2,1,0,0,1,0,3
6026,Canada,,2020-08-02,1,0,1,3,1,0,0,3,0,2,1,3
6027,Canada,,2020-08-03,2,0,1,0,1,1,0,1,0,0,1,3
6028,Canada,,2020-08-04,1,2,0,2,1,0,0,0,1,2,1,3
6029,Canada,,2020-08-05,2,2,0,0,1,0,0,2,1,1,0,0
6030,Cape Verde,,2020-08-01,1,2,1,3,1,2,1,3,1,2,0,1
6031,Cape Verde,,2020-08-02,2,2,0,2,1,2,0,0,1,0,1,0
6032,Cape Verde,,2020-08-03,1,2,1,3,0,0,1,0,1,0,0,2
6033,Cape Verde,,2020-08-04,0,2,0,2,0,2,1,3,1,0,0,0
6034,Cape Verde,,2020-08-05,0,2,1,0,1,1,1,1,1,0,1,1
6035,Central African Republic,,2020-08-01,1,2,0,1,1,2,0,1,1,2,1,1
6036,Central African Republic,,2020-08-02,0,0,0,3,0,0,1,3,1,2,0,1
6037,Central African Republic,,2020-08-03,2,2,1,0,0,0,0,3,0,1,0,2
6038,Central African Republic,,2020-08-04,2,2,0,0,0,1,0,3,1,2,0,3
6039,Central African Republic,,2020-08-05,1,2,1,2,1,2,1,0,1,1,0,1
6040,Chad,,2020-08-01,1,0,1,3,0,1,1,1,1,1,1,3
6041,Chad,,2020-08-02,2,0,0,0,0,0,0,2,1,1,1,0
6042,Chad,,2020-08-03,0,1,1,3,0,0,1,2,1,1,1,3
6043,Chad,,2020-08-04,0,1,0,3,0,2,0,0,1,1,0,3
6044,Chad,,2020-08-05,1,0,1,3,0,1,1,2,0,1,1,1
6045,Chile,,2020-08-01,1,0,1,0,1,2,1,3,0,2,1,3
6046,Chile,,2020-08-02,1,1,1,0,1,0,0,0,0,2,0,0
6047,Chile,,2020-08-03,2,0,0,3,1,1,0,0,0,0,0,0
6048,Chile,,2020-08-04,1,2,0,1,0,2,1,2,0,2,0,2
6049,Chile,,2020-08-05,2,2,1,3,0,0,1,3,0,2,1,1
6050,China,,2020-08-01,2,1,0,3,1,1,0,1,1,1,1,3
6051,China,,2020-08-02,2,1,1,1,1,0,0,2,0,2,0,2
6052,China,,2020-08-03,1,0,0,3,1,1,1,0,1,2,1,0
6053,China,,2020-08-04,0,0,1,2,1,1,0,1,1,1,1,2
6054,China,,2020-08-05,1,2,0,2,0,0,1,0,0,2,1,1
6055,Colombia,,2020-08-01,0,1,1,3,1,1,0,1,0,1,0,2
6056,Colombia,,2020-08-02,0,0,0,0,1,1,0,0,1,0,0,0
6057,Colombia,,2020-08-03,2,1,1,0,1,2,0,0,0,0,0,3
6058,Colombia,,2020-08-04,0,2,1,0,0,1,1,0,0,1,1,0
6059,Colombia,,2020-08-05,0,2,1,0,1,1,1,1,0,1,0,2
6060,Comoros,,2020-08-01,2,0,0,2,1,1,1,0,0,2,0,2
6061,Comoros,,2020-08-02,0,1,0,3,0,2,0,0,1,0,0,1
6062,Comoros,,2020-08-03,2,1,0,2,0,1,1,2,0,1,0,3
6063,Comoros,,2020-08-04,0,0,0,2,1,0,1,2,1,1,1,1
6064,Comoros,,2020-08-05,0,2,1,3,0,0,1,3,1,1,1,3
6065,Congo,,2020-08-01,0,0,1,3,0,0,0,2,0,2,1,0
6066,Congo,,2020-08-02,1,2,0,3,0,0,0,2,1,1,1,0
6067,Congo,,2020-08-03,0,2,0,3,0,1,1,2,0,1,0,1
6068,Congo,,2020-08-04,0,2,1,0,0,1,0,0,1,0,1,1
6069,Congo,,2020-08-05,2,2,1,3,1,0,0,0,0,2,1,2
6070,Costa Rica,,2020-08-01,1,1,1,2,1,2,1,2,1,1,0,3
6071,Costa Rica,,2020-08-02,2,2,1,3,1,0,0,3,0,2,1,0
6072,Costa Rica,,2020-08-03,0,1,1,2,1,2,0,2,1,0,0,0
6073,Costa Rica,,2020-08-04,2,2,0,3,1,0,0,0,1,2,1,1
6074,Costa Rica,,2020-08-05,1,1,0,3,1,0,0,0,0,0,1,1
6075,Cote d'Ivoire,,2020-08-01,0,0,0,1,1,1,0,2,0,1,0,3
6076,Cote d'Ivoire,,2020-08-02,2,0,0,1,1,1,1,1,1,2,0,0
6077,Cote d'Ivoire,,2020-08-03,1,0,1,0,1,0,0,0,1,2,1,2
6078,Cote d'Ivoire,,2020-08-04,0,1,1,3,1,2,1,2,0,1,0,1
6079,Cote d'Ivoire,,2020-08-05,2,0,1,0,1,2,1,0,0,1,1,3
6080,Croatia,,2020-08-01,1,0,1,0,0,2,1,1,0,1,1,3
6081,Croatia,,2020-08-02,1,2,0,0,0,0,1,3,0,1,0,3
6082,Croatia,,2020-08-03,1,1,0,1,1,0,0,1,0,0,1,3
6083,Croatia,,2020-08-04,0,1,1,2,0,0,0,2,0,1,1,0
6084,Croatia,,2020-08-05,2,2,0,2,0,1,1,1,0,2,1,2
6085,Cuba,,2020-08-01,1,0,0,0,0,2,0,1,1,1,1,1
6086,Cuba,,2020-08-02,0,2,1,1,0,1,0,1,0,0,1,2
6087,Cuba,,2020-08-03,2,1,1,0,0,1,1,3,0,2,1,1
6088,Cuba,,2020-08-04,2,1,0,0,1,2,1,0,1,1,1,0
6089,Cuba,,2020-08-05,2,0,1,1,0,2,1,2,1,1,0,2
6090,Cyprus,,2020-08-01,2,1,1,3,1,0,1,3,1,1,0,1
6091,Cyprus,,2020-08-02,2,2,0,3,0,2,1,0,0,2,1,0
6092,Cyprus,,2020-08-03,0,1,1,1,1,0,0,1,1,0,0,0
6093,Cyprus,,2020-08-04,0,0,0,2,1,0,0,2,0,0,0,2
6094,Cyprus,,2020-08-05,1,0,1,0,1,0,0,1,0,0,0,2
6095,Czech Republic,,2020-08-01,1,1,0,3,0,2,0,1,1,2,1,3
6096,Czech Republic,,2020-08-02,2,2,1,0,1,2,1,1,1,2,1,2
6097,Czech Republic,,2020-08-03,2,0,1,1,1,0,1,3,1,0,0,2
6098,Czech Republic,,2020-08-04,2,1,0,2,1,0,1,3,1,1,1,0
6099,Czech Republic,,2020-08-05,2,2,0,0,1,0,1,3,1,2,0,3
6100,Democratic Republic of Congo,,2020-08-01,1,1,1,2,0,2,1,1,0,1,0,0
6101,Democratic Republic of Congo,,2020-08-02,2,1,1,1,1,2,1,1,1,1,0,2
6102,Democratic Republic of Congo,,2020-08-03,2,0,1,3,1,0,1,3,0,0,0,2
6103,Democratic Republic of Congo,,2020-08-04,2,2,1,3,0,0,0,2,1,0,1,2
6104,Democratic Republic of Congo,,2020-08-05,1,1,0,2,0,2,0,1,0,0,0,0
6105,Denmark,,2020-08-01,2,2,0,2,1,0,1,0,0,1,0,0
6106,Denmark,,2020-08-02,0,0,1,3,0,2,0,2,0,0,1,1
6107,Denmark,,2020-08-03,1,0,0,0,1,0,0,0,1,1,1,0
6108,Denmark,,2020-08-04,0,2,0,2,1,2,0,3,1,0,0,3
6109,Denmark,,2020-08-05,0,0,1,0,1,1,0,1,1,2,1,0
6110,Djibouti,,2020-08-01,0,1,0,1,0,0,0,1,0,1,1,2
6111,Djibouti,,2020-08-02,1,2,0,1,1,0,0,2,0,1,0,2
6112,Djibouti,,2020-08-03,0,2,1,3,0,1,1,0,0,2,1,3
6113,Djibouti,,2020-08-04,1,1,0,2,0,1,0,1,1,0,0,3
6114,Djibouti,,2020-08-05,1,1,1,3,1,1,1,3,0,1,1,3
6115,Dominica,,2020-08-01,0,0,1,0,0,1,1,0,1,2,0,3
6116,Dominica,,2020-08-02,2,1,0,2,1,2,1,0,1,0,1,3
6117,Dominica,,2020-08-03,2,0,0,2,0,0,0,0,1,2,1,1
6118,Dominica,,2020-08-04,0,1,0,1,1,2,0,0,0,1,1,0
6119,Dominica,,2020-08-05,1,0,0,0,1,2,0,0,1,0,1,0
6120,Dominican Republic,,2020-08-01,2,2,0,1,1,0,1,3,0,1,1,1
6121,Dominican Republic,,2020-08-02,0,2,0,2,1,0,1,3,0,1,1,3
6122,Dominican Republic,,2020-08-03,2,2,0,2,1,0,0,2,1,1,1,0
6123,Dominican Republic,,2020-08-04,1,1,1,1,1,0,0,0,0,0,1,3
6124,Dominican Republic,,2020-08-05,2,0,1,3,0,1,0,3,0,2,0,3
6125,Ecuador,,2020-08-01,0,2,1,2,1,1,1,1,0,0,0,0
6126,Ecuador,,2020-08-02,2,0,1,1,1,0,0,3,0,1,0,3
6127,Ecuador,,2020-08-03,2,1,0,0,0,1,0,3,0,0,0,2
6128,Ecuador,,2020-08-04,0,2,1,1,0,2,0,2,0,0,0,1
6129,Ecuador,,2020-08-05,2,2,0,3,1,1,1,3,0,2,1,3
6130,Egypt,,2020-08-01,0,0,0,2,1,2,1,3,1,2,1,0
6131,Egypt,,2020-08-02,0,1,0,3,0,1,0,3,1,1,0,1
6132,Egypt,,2020-08-03,0,0,0,1,0,1,0,0,1,1,0,2
6133,Egypt,,2020-08-04,1,1,0,2,0,0,0,3,0,2,0,1
6134,Egypt,,2020-08-05,2,2,1,0,1,1,1,3,0,2,0,3
6135,El Salvador,,2020-08-01,2,1,1,2,1,2,1,2,0,2,1,0
6136,El Salvador,,2020-08-02,0,2,1,1,1,2,1,2,1,0,1,1
6137,El Salvador,,2020-08-03,2,1,0,2,0,0,0,3,1,1,0,1
6138,El Salvador,,2020-08-04,0,1,1,2,0,2,1,0,0,1,0,1
6139,El Salvador,,2020-08-05,1,0,0,0,1,0,1,2,0,0,0,0
6140,Eritrea,,2020-08-01,2,0,0,0,0,1,1,1,1,2,0,0
6141,Eritrea,,2020-08-02,0,1,0,2,0,0,0,0,1,1,0,2
6142,Eritrea,,2020-08-03,0,1,0,2,0,2,1,0,1,1,0,3
6143,Eritrea,,2020-08-04,2,1,1,3,0,1,0,1,1,0,0,0
6144,Eritrea,,2020-08-05,2,0,0,3,1,0,0,1,1,1,0,1
6145,Estonia,,2020-08-01,2,2,1,2,1,0,1,0,1,0,0,3
6146,Estonia,,2020-08-02,2,1,0,2,0,2,1,3,0,0,1,3
6147,Estonia,,2020-08-03,0,2,1,0,0,1,1,2,0,0,1,1
6148,Estonia,,2020-08-04,1,1,1,2,0,2,1,3,0,1,0,1
6149,Estonia,,2020-08-05,1,0,0,3,0,1,0,3,0,0,1,2
6150,Eswatini,,2020-08-01,1,0,1,2,0,1,0,0,1,0,0,1
6151,Eswatini,,2020-08-02,1,2,0,0,0,1,1,1,1,1,0,1
6152,Eswatini,,2020-08-03,2,2,0,0,1,0,0,2,0,0,1,3
6153,Eswatini,,2020-08-04,2,2,1,1,1,1,1,3,0,0,0,2
6154,Eswatini,,2020-08-05,2,0,1,2,0,0,0,0,1,2,0,1
6155,Ethiopia,,2020-08-01,2,0,1,2,0,1,0,1,1,2,1,2
6156,Ethiopia,,2020-08-02,1,0,1,0,0,0,0,0,1,0,0,2
6157,Ethiopia,,2020-08-03,2,2,0,1,0,0,1,1,0,0,0,0
6158,Ethiopia,,2020-08-04,2,2,0,3,0,2,0,3,1,0,0,3
6159,Ethiopia,,2020-08-05,1,2,0,3,0,0,1,1,1,2,0,2
6160,Faeroe Islands,,2020-08-01,0,2,1,0,1,0,1,3,1,1,0,0
6161,Faeroe Islands,,2020-08-02,0,2,0,1,0,2,0,0,0,1,0,1
6162,Faeroe Islands,,2020-08-03,0,1,0,2,0,0,1,2,0,1,0,3
6163,Faeroe Islands,,2020-08-04,2,0,0,1,0,1,0,0,0,1,0,1
6164,Faeroe Islands,,2020-08-05,0,0,0,3,0,2,1,0,1,1,1,2
6165,Fiji,,2020-08-01,0,0,1,0,1,1,1,0,1,1,1,0
6166,Fiji,,2020-08-02,2,2,1,2,0,2,0,2,1,2,0,0
6167,Fiji,,2020-08-03,1,0,1,0,1,2,1,1,1,1,0,1
6168,Fiji,,2020-08-04,2,1,0,2,1,0,0,1,1,2,1,1
6169,Fiji,,2020-08-05,0,2,0,0,0,1,1,3,1,0,1,2
6170,Finland,,2020-08-01,1,0,0,0,0,0,1,1,1,0,1,1
6171,Finland,,2020-08-02,1,2,1,1,0,0,1,0,0,2,0,1
6172,Finland,,2020-08-03,1,0,0,0,0,2,0,3,0,0,0,2
6173,Finland,,2020-08-04,2,1,0,1,0,0,1,3,1,0,0,0
6174,Finland,,2020-08-05,1,0,1,1,0,1,0,0,1,0,1,0
6175,France,,2020-08-01,1,1,0,0,1,2,1,3,1,0,0,0
6176,France,,2020-08-02,1,2,0,1,0,2,0,2,1,0,1,1
6177,France,,2020-08-03,1,1,0,0,0,2,1,1,0,1,1,1
6178,France,,2020-08-04,0,1,1,2,1,1,1,3,0,1,1,0
6179,France,,2020-08-05,0,1,0,0,0,1,0,2,0,1,1,2
6180,Gabon,,2020-08-01,2,2,1,1,1,2,1,2,1,2,0,3
6181,Gabon,,2020-08-02,1,1,1,1,1,0,1,0,1,0,1,0
6182,Gabon,,2020-08-03,0,0,1,0,0,1,0,3,0,1,0,3
6183,Gabon,,2020-08-04,2,0,0,1,1,0,0,1,0,0,1,1
6184,Gabon,,2020-08-05,2,0,1,0,0,2,0,2,1,1,1,1
6185,Gambia,,2020-08-01,0,2,1,3,0,2,0,1,1,1,1,3
6186,Gambia,,2020-08-02,0,0,0,2,0,2,1,0,1,0,1,1
6187,Gambia,,2020-08-03,0,2,0,1,1,0,1,2,0,2,0,0
6188,Gambia,,2020-08-04,0,0,0,2,0,1,1,3,1,0,1,1
6189,Gambia,,2020-08-05,2,1,0,1,0,1,1,2,1,2,1,3
6190,Georgia,,2020-08-01,0,0,0,3,1,1,0,2,1,1,0,0
6191,Georgia,,2020-08-02,2,0,0,3,1,1,1,0,1,0,0,0
6192,Georgia,,2020-08-03,0,0,1,2,1,0,0,2,0,2,0,2
6193,Georgia,,2020-08-04,1,2,1,2,0,2,1,0,0,0,0,0
6194,Georgia,,2020-08-05,2,2,0,0,1,1,0,3,1,2,0,1
6195,Germany,,2020-08-01,0,0,1,0,1,0,0,3,0,1,0,0
6196,Germany,,2020-08-02,1,0,1,0,0,2,1,0,0,0,0,3
6197,Germany,,2020-08-03,2,1,0,0,0,2,1,2,0,2,0,3
6198,Germany,,2020-08-04,2,1,1,1,0,1,1,2,0,0,1,1
6199,Germany,,2020-08-05,0,0,0,0,0,1,0,1,1,0,0,1
6200,Ghana,,2020-08-01,0,0,1,2,1,1,0,2,1,1,0,1
6201,Ghana,,2020-08-02,0,0,1,1,0,2,0,1,1,0,1,1
6202,Ghana,,2020-08-03,0,1,1,0,0,2,0,1,0,1,0,1
6203,Ghana,,2020-08-04,1,1,1,2,0,0,1,2,0,0,1,1
6204,Ghana,,2020-08-05,0,1,0,1,0,0,0,2,0,1,0,0
6205,Greece,,2020-08-01,1,1,0,0,0,2,0,3,1,1,1,2
6206,Greece,,2020-08-02,1,2,0,2,1,2,1,2,1,1,0,2
6207,Greece,,2020-08-03,0,2,0,1,1,2,1,3,1,2,1,2
6208,Greece,,2020-08-04,1,1,0,3,0,1,1,0,0,1,0,2
6209,Greece,,2020-08-05,0,1,1,0,1,2,0,1,0,1,0,1
6210,Greenland,,2020-08-01,2,0,1,0,1,0,1,0,0,0,1,0
6211,Greenland,,2020-08-02,2,0,1,2,1,0,0,2,1,1,0,2
